"","CYT","IS","IPS","impres"
"TCGA-ER-A194",-0.304963777671842,0.524688104388119,0.685534354424955,0.713370623321152
"TCGA-ER-A195",0.96952807214068,0.772600829619026,-1.15543114196506,0.713370623321152
"TCGA-ER-A196",-0.621075074131072,-0.993777337651189,-0.234948393770055,0.713370623321152
"TCGA-ER-A197",1.03870043160268,1.37688809736936,0.685534354424955,1.49208817396943
"TCGA-ER-A198",-0.0205577377100086,-0.0563573453718207,-0.234948393770055,-0.844064477975408
"TCGA-ER-A19A",2.124572091637,1.62092718626854,-1.15543114196506,1.49208817396943
"TCGA-ER-A19B",-0.4997557071832,-1.17583824524264,-1.15543114196506,-0.844064477975408
"TCGA-ER-A19C",-0.593701505976538,-1.16421733624744,-0.234948393770055,-0.0653469273271279
"TCGA-ER-A19D",-0.287748846350905,-0.0795991633622182,-1.15543114196506,0.713370623321152
"TCGA-ER-A19E",-0.519901582547587,-0.989903701319456,-2.07591389016007,-0.844064477975408
"TCGA-ER-A19F",-0.529999479573546,-0.741990976088549,-0.234948393770055,-0.0653469273271279
"TCGA-ER-A19G",0.731305080717823,1.22194264410005,-1.15543114196506,1.49208817396943
"TCGA-ER-A19H",0.35487152454433,0.358121742123603,-0.234948393770055,-1.62278202862369
"TCGA-ER-A19J",-0.540088040806849,-0.769106430410679,-1.15543114196506,-0.844064477975408
"TCGA-ER-A19K",-0.445396799692889,0.0366099265897697,0.685534354424955,-0.0653469273271279
"TCGA-ER-A19L",-0.585180781350037,-1.22232188122343,-1.15543114196506,-0.844064477975408
"TCGA-ER-A19O",0.370928367018558,0.838452647258486,-0.234948393770055,1.49208817396943
"TCGA-ER-A19P",2.33775238653872,2.09351081873995,1.60601710261996,0.713370623321152
"TCGA-ER-A19Q",0.135179673735178,0.822958101931554,-1.15543114196506,-0.844064477975408
"TCGA-ER-A19T",-0.478672726914892,-1.36952006182928,-0.234948393770055,0.713370623321152
"TCGA-ER-A19W",3.29272158597532,1.92694445647544,-0.234948393770055,1.49208817396943
"TCGA-ER-A1A1",0.260187466404495,1.6519162769224,-0.234948393770055,2.27080572461771
